department,region,termination_date,bracket_salary,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,promotion_last_5years,resigned
technical,US,12/11/1997,"medium, 80000",0.69,0.52,3,186,3,0,0,0
sales,US,12/19/2013,"medium, 90000",0.59,0.69,3,186,3,0,0,0
support,Canada,08/05/2015,"low, 48000",0.69,0.89,2,220,3,0,0,0
technical,US,11/29/2017,"high, 111000",0.63,0.74,4,173,3,0,0,0
sales,US,11/19/2005,"medium, 78000",0.93,0.9,3,172,3,0,0,0
accounting,US,11/20/2008,"medium, 81000",0.73,0.69,3,175,2,0,0,0
sales,US,05/02/2008,"medium, 77000",0.37,0.72,3,121,2,0,0,0
sales,Europe,08/06/2006,"medium, 71000",0.62,0.57,3,223,3,1,0,0
support,US,09/09/2017,"medium, 66000",0.81,0.84,4,143,2,0,0,0
sales,US,07/06/1999,"medium, 77000",0.69,0.7,3,212,2,0,0,0
sales,Europe,24/05/2015,"low, 33000",0.5,0.5,3,184,3,1,0,0
technical,US,01/07/2003,"medium, 72000",0.81,0.77,5,249,2,0,0,0
IT,US,02/26/2008,"low, 33000",0.93,0.63,3,160,4,1,0,0
product_mng,US,03/30/2017,"medium, 61000",0.28,0.45,6,218,4,0,0,1
support,US,01/20/2018,"low, 60000",0.55,0.9,4,273,2,1,0,0
sales,US,03/06/1991,"medium, 65000",0.22,0.52,5,109,4,0,0,0
sales,Europe,19/04/2017,"low, 50000",0.99,0.9,4,164,3,0,0,0
technical,US,02/21/2016,"medium, 86000",0.91,0.78,3,269,3,1,0,0
technical,Canada,06/10/2006,"low, 49000",0.1,0.94,6,309,4,0,0,1
technical,Europe,09/01/2006,"medium, 69000",0.87,0.62,3,176,3,0,0,0
hr,US,07/25/2016,"high, 119000",0.66,0.96,4,216,3,0,0,0
sales,US,02/07/2017,"low, 59000",0.61,0.72,4,209,2,0,0,0
product_mng,Europe,25/08/2016,"medium, 83000",0.84,0.79,4,259,3,0,0,0
IT,US,08/13/2017,"low, 38000",0.83,0.91,3,155,3,0,0,0
sales,US,09/27/2010,"high, 145000",0.94,0.79,3,256,3,0,0,0
technical,Europe,18/01/2007,"low, 49000",0.38,0.54,2,135,3,0,0,1
sales,Canada,08/10/1987,"low, 57000",0.82,0.85,4,223,5,0,0,1
technical,US,01/12/2003,"low, 51000",0.76,0.88,4,206,4,0,0,1
sales,Canada,04/02/2004,"high, 226000",0.52,0.41,3,283,3,0,0,0
IT,US,12/14/2016,"low, 57000",0.77,0.86,5,238,3,0,0,0
marketing,US,02/06/2006,"low, 43000",0.1,0.81,7,244,5,0,0,1
support,US,02/23/2008,"medium, 66000",0.86,0.72,4,167,2,0,0,0
product_mng,US,10/28/2002,"medium, 79000",0.86,0.82,4,274,2,1,0,0
sales,US,11/04/2017,"low, 33000",0.62,0.66,4,143,3,0,0,0
sales,US,11/09/2002,"medium, 74000",0.71,0.99,4,238,4,1,0,0
sales,Canada,05/04/1993,"medium, 80000",0.09,0.95,6,271,4,0,0,1
product_mng,US,08/05/2017,"high, 134000",0.98,0.54,5,260,3,0,0,0
sales,US,05/16/2009,"low, 33000",0.67,0.54,2,141,2,0,0,0
technical,Canada,28/10/2012,"low, 48000",0.7,0.88,4,191,3,1,0,0
sales,Canada,27/11/2015,"medium, 66000",0.87,0.76,4,218,2,0,0,0
support,US,10/13/2002,"low, 48000",0.86,0.74,4,261,2,0,0,0
sales,US,08/06/1985,"high, 127000",0.21,0.6,5,249,4,0,0,0
support,US,08/05/2017,"low, 45000",0.74,0.87,5,242,5,0,0,1
technical,Europe,13/03/2017,"low, 55000",0.77,0.57,4,238,3,0,0,0
technical,Europe,09/08/2009,"low, 33000",0.97,0.93,2,160,6,0,0,0
marketing,US,10/24/2017,"low, 57000",0.1,0.94,6,287,4,0,0,1
marketing,US,07/28/2015,"medium, 72000",0.48,0.81,4,248,2,0,0,0
hr,US,05/29/2015,"medium, 62000",0.28,0.38,5,139,4,0,0,0
accounting,US,04/12/2017,"medium, 63000",0.99,0.58,4,138,3,0,0,0
sales,US,03/25/2017,"medium, 85000",0.9,0.97,4,239,4,0,0,0
technical,US,01/09/2007,"low, 30000",0.7,0.88,4,180,2,0,0,0
support,US,02/26/2015,"low, 53000",0.8,0.82,4,271,4,0,0,0
IT,Canada,04/06/2016,"low, 60000",0.63,0.71,4,244,2,0,0,0
support,US,05/26/2007,"high, 216000",0.96,0.75,5,176,4,0,0,0
IT,US,10/24/2015,"medium, 90000",0.39,0.53,2,136,3,0,0,1
accounting,Europe,20/02/2013,"medium, 62000",0.89,0.95,4,275,5,0,0,1
technical,Europe,12/09/2016,"low, 33000",0.44,0.49,2,154,3,0,0,1
sales,US,04/05/2002,"medium, 67000",0.43,0.53,2,136,3,0,0,1
sales,Canada,23/07/2004,"medium, 82000",0.61,0.7,3,225,3,0,0,0
sales,US,10/22/2016,"low, 30000",0.6,0.6,4,147,3,0,0,0
technical,US,04/24/1997,"high, 114000",0.73,0.93,5,162,4,0,0,1
IT,US,08/19/2005,"medium, 86000",0.57,0.59,4,197,3,0,0,0
accounting,US,02/03/2015,"low, 41000",0.91,0.97,3,167,2,0,0,0
sales,US,12/31/2008,"medium, 75000",1,0.81,5,178,2,0,0,0
technical,US,06/18/2009,"low, 47000",0.57,0.75,4,249,10,0,0,0
support,US,04/27/2004,"low, 47000",0.87,0.48,4,264,3,0,0,0
IT,US,06/09/2003,"low, 49000",0.12,0.7,5,277,3,0,0,0
management,US,09/14/2003,"medium, 70000",0.85,0.58,4,143,6,1,0,0
sales,Europe,08/08/2006,"low, 38000",0.41,0.48,2,136,3,0,0,1
RandD,US,04/06/2015,"low, 59000",0.53,0.94,4,128,6,0,0,0
marketing,US,12/02/2015,"high, 219000",0.23,0.87,5,258,4,1,0,0
support,US,02/14/2006,"medium, 63000",0.88,0.99,5,262,6,0,0,1
technical,US,08/30/2016,"low, 30000",0.59,0.99,5,254,3,1,0,0
management,US,02/07/2008,"low, 33000",0.49,0.78,4,254,10,0,0,0
sales,US,06/21/2007,"low, 48000",0.44,0.67,5,170,3,1,0,0
technical,US,11/06/2016,"high, 202000",0.89,0.81,3,186,3,0,0,0
sales,Canada,01/05/2008,"low, 53000",0.56,0.39,3,106,8,0,0,0
sales,APAC,06/01/2018,"low, 40000",0.59,0.43,3,171,3,0,0,0
support,US,03/15/2015,"low, 59000",0.46,0.53,2,143,3,1,0,1
support,US,10/12/2002,"low, 57000",0.57,0.59,2,111,2,0,0,0
support,US,09/17/1996,"medium, 86000",0.56,0.97,3,270,3,1,0,0
hr,US,05/30/2005,"low, 42000",0.11,0.87,6,305,4,0,0,1
technical,Europe,02/02/2017,"low, 58000",0.81,0.92,5,259,3,0,0,0
sales,US,02/07/2015,"low, 37000",0.88,0.96,5,173,4,0,0,0
accounting,Europe,04/02/2004,"low, 60000",0.29,0.65,5,110,5,1,0,0
sales,US,08/11/1996,"medium, 78000",0.93,0.95,6,147,3,0,0,0
marketing,US,10/02/2017,"low, 46000",0.89,0.59,3,265,8,0,0,0
technical,US,04/25/2003,"low, 37000",0.48,0.51,4,103,4,0,0,0
sales,US,08/13/2017,"low, 51000",0.61,0.62,3,191,3,0,0,0
sales,US,01/05/2018,"low, 41000",0.38,0.55,2,134,3,0,0,1
sales,Canada,04/10/2015,"medium, 62000",0.84,0.92,4,234,5,0,0,1
technical,US,11/28/2002,"medium, 63000",0.39,0.49,2,142,3,0,0,1
technical,US,06/16/2004,"medium, 73000",0.62,0.91,3,251,10,0,0,0
management,Europe,09/04/2015,"low, 40000",0.59,0.69,4,207,2,0,0,0
sales,US,03/31/2006,"medium, 77000",0.62,0.64,5,229,2,0,0,0
technical,US,12/09/2016,"medium, 70000",0.5,0.73,3,148,3,0,0,0
marketing,Europe,14/12/2003,"low, 60000",0.61,0.73,3,252,3,0,0,0
product_mng,Europe,27/08/2016,"low, 60000",0.18,0.7,5,182,4,0,0,0
product_mng,US,03/31/2016,"low, 43000",0.2,0.7,4,225,5,0,0,0
technical,Canada,23/03/2009,"medium, 62000",0.4,0.55,2,159,3,0,0,1
technical,US,02/01/2006,"low, 44000",0.4,0.56,2,148,3,0,0,1
technical,US,05/29/2005,"medium, 68000",0.62,0.82,5,151,5,0,0,0
technical,US,12/11/2016,"low, 41000",0.49,0.66,3,155,3,0,1,0
marketing,US,09/17/2012,"low, 55000",0.11,0.97,6,284,4,0,0,1
IT,US,11/16/2002,"medium, 71000",0.91,0.76,3,159,3,0,0,0
product_mng,US,06/29/2017,"low, 39000",1,0.66,4,173,2,0,0,0
support,US,08/24/2013,"medium, 62000",0.65,0.66,5,239,4,0,0,0
sales,Europe,16/01/2006,"low, 60000",0.44,0.52,2,149,3,0,0,1
RandD,US,11/15/2004,"medium, 86000",0.43,0.46,2,157,3,0,0,1
IT,US,09/03/2015,"low, 57000",0.46,0.6,4,119,5,0,0,0
technical,US,10/26/2015,"low, 53000",0.34,0.67,4,141,2,0,0,1
management,Canada,13/04/2006,"low, 42000",0.73,0.77,3,230,2,0,0,0
IT,US,09/29/2017,"medium, 64000",0.57,0.9,5,145,3,0,0,0
sales,Europe,24/06/2017,"medium, 74000",0.53,0.61,3,148,10,0,0,0
sales,US,04/23/2010,"low, 31000",0.92,0.77,5,217,4,0,0,0
sales,Europe,25/12/2007,"low, 34000",0.95,0.81,4,272,3,0,0,0
RandD,US,04/25/2006,"medium, 73000",0.59,0.53,5,169,3,0,0,0
IT,US,11/24/2014,"medium, 83000",0.44,0.54,2,149,3,0,0,1
sales,US,10/11/2011,"medium, 71000",0.16,0.73,6,170,3,0,0,0
technical,US,08/19/2010,"high, 157000",0.6,0.67,3,249,2,0,0,0
IT,US,06/06/2003,"medium, 83000",0.56,0.69,5,239,2,1,0,0
product_mng,Canada,15/06/2005,"low, 35000",0.6,0.6,3,221,2,0,0,0
IT,Canada,19/09/2009,"medium, 65000",0.91,0.68,4,132,4,0,0,0
technical,US,04/11/2013,"medium, 88000",0.83,0.71,3,234,4,0,0,0
sales,US,12/30/2002,"low, 49000",0.54,0.83,4,201,8,1,0,0
RandD,US,12/29/2003,"medium, 90000",0.98,0.96,5,139,3,0,0,0
accounting,Europe,16/02/2011,"medium, 81000",0.5,0.82,3,133,2,1,0,0
IT,Canada,11/10/2000,"medium, 90000",0.56,0.82,3,208,2,0,0,0
sales,US,09/14/2009,"medium, 80000",0.13,1,4,157,5,1,0,0
sales,Europe,16/11/2016,"medium, 85000",0.81,0.91,3,184,3,0,0,0
technical,US,12/06/2017,"low, 60000",0.49,0.67,6,286,4,0,0,0
support,US,05/29/2015,"low, 32000",0.61,0.7,4,175,3,1,0,0
IT,US,11/26/2004,"medium, 78000",0.49,0.95,2,181,4,1,0,0
IT,US,09/25/2006,"low, 60000",0.68,0.89,3,241,3,0,0,0
IT,Canada,31/12/2016,"low, 30000",0.79,0.93,5,268,5,0,0,1
sales,Europe,30/08/2017,"medium, 66000",0.6,0.85,3,250,2,0,0,1
sales,US,10/07/2015,"low, 35000",0.88,1,5,190,2,0,0,0
management,US,08/18/2009,"medium, 81000",0.98,0.93,5,145,4,0,0,0
marketing,US,10/03/2001,"low, 36000",0.74,0.84,5,249,5,0,0,1
technical,US,06/30/2004,"medium, 80000",0.83,0.8,3,273,3,0,0,0
technical,Canada,04/05/2011,"medium, 77000",0.5,0.89,3,187,4,1,0,0
support,Canada,13/09/2017,"medium, 75000",0.44,0.55,2,128,3,0,1,1
marketing,US,08/12/2015,"low, 40000",0.63,0.7,6,141,3,1,0,0
IT,US,04/10/2008,"medium, 72000",0.38,0.49,2,151,3,0,0,1
support,US,05/06/2016,"medium, 62000",0.98,0.99,5,141,3,0,0,0
technical,Europe,29/11/2015,"medium, 90000",0.9,0.92,5,154,4,0,0,1
sales,US,05/26/2007,"medium, 87000",0.59,1,2,160,5,0,0,1
technical,US,08/20/2004,"medium, 78000",0.67,0.49,3,224,3,0,0,0
accounting,US,04/11/2006,"low, 33000",0.75,0.72,5,174,3,0,0,0
technical,US,01/04/2000,"low, 36000",0.85,0.95,5,236,5,0,0,1
sales,US,12/25/2015,"low, 42000",0.79,0.84,5,245,5,0,0,1
sales,Canada,23/04/2012,"high, 124000",0.84,0.86,5,268,5,0,0,1
technical,Canada,02/05/2017,"low, 49000",0.97,0.79,5,259,3,0,1,0
product_mng,US,03/17/2015,"medium, 63000",0.52,0.82,3,138,2,1,0,0
IT,US,08/01/2000,"low, 41000",0.91,0.91,4,262,6,0,0,1
sales,US,02/02/2009,"low, 42000",0.51,0.83,5,249,4,0,0,1
technical,US,11/27/2004,"low, 51000",0.9,0.81,4,175,3,0,0,0
technical,Europe,19/12/2009,"low, 37000",0.1,0.95,7,301,4,0,0,1
technical,US,08/05/2017,"medium, 62000",0.78,0.58,3,241,3,1,0,0
sales,US,10/15/2005,"medium, 76000",0.91,0.53,2,273,3,0,0,0
RandD,US,08/17/2015,"low, 36000",0.17,0.61,6,154,10,1,0,0
product_mng,US,07/03/2001,"low, 31000",0.09,0.98,6,271,4,0,0,1
marketing,US,07/27/2015,"low, 46000",0.54,0.72,3,148,4,0,0,0
hr,US,09/28/2012,"low, 52000",0.11,0.89,6,264,4,0,0,1
hr,US,12/14/2011,"low, 60000",0.67,0.55,3,217,2,0,0,0
support,US,10/07/2017,"medium, 70000",0.72,0.91,3,267,2,0,0,0
marketing,Europe,03/08/2011,"medium, 71000",0.97,0.67,3,169,2,1,0,0
support,US,12/27/2004,"low, 36000",0.61,0.59,5,271,2,0,0,0
technical,US,10/06/2016,"medium, 76000",0.98,1,5,150,3,0,0,0
sales,US,02/24/2002,"high, 221000",0.13,0.61,5,198,5,0,0,0
marketing,US,10/21/2007,"medium, 63000",0.09,0.78,6,254,4,0,0,1
management,US,06/04/2015,"medium, 76000",0.82,0.97,3,244,5,0,0,0
technical,Europe,11/12/2005,"medium, 73000",0.72,0.96,5,223,3,1,0,0
hr,US,07/08/2017,"medium, 88000",0.82,0.91,5,232,5,0,0,1
sales,US,04/08/2017,"low, 38000",0.52,0.57,3,270,3,0,0,0
technical,US,01/12/2013,"low, 38000",0.37,0.57,2,128,3,0,0,1
sales,US,07/25/2016,"medium, 69000",0.11,0.97,6,254,4,0,0,1
sales,US,03/12/2012,"low, 39000",0.72,0.63,4,251,3,0,0,0
technical,Canada,22/03/2007,"low, 40000",0.76,0.71,6,168,2,0,0,0
technical,Europe,06/11/2007,"medium, 68000",0.74,1,4,249,5,0,0,1
sales,US,09/03/2015,"high, 112000",0.89,0.95,2,181,5,0,0,1
support,US,10/25/2006,"medium, 85000",0.69,0.95,3,126,6,0,0,0
accounting,Europe,20/03/2016,"medium, 62000",0.69,0.73,3,231,2,1,0,0
sales,US,12/23/2009,"medium, 87000",0.89,0.93,4,141,2,0,0,0
product_mng,US,03/19/2008,"low, 48000",0.66,0.66,4,273,4,1,0,0
product_mng,US,06/24/2009,"medium, 74000",0.63,0.81,4,216,4,0,0,0
management,US,08/03/2001,"low, 33000",0.71,0.96,4,144,4,0,0,0
technical,US,09/06/2005,"medium, 61000",0.5,0.91,3,240,3,0,0,0
support,Europe,18/03/2015,"low, 37000",0.38,0.55,2,151,3,0,0,1
sales,Europe,22/08/2017,"medium, 86000",0.55,0.55,4,211,4,0,0,0
technical,US,12/27/2016,"medium, 64000",0.77,0.71,4,223,3,0,0,0
sales,US,05/04/2000,"medium, 68000",0.86,1,5,229,5,0,0,1
RandD,US,02/05/2011,"low, 57000",0.82,0.86,4,264,5,0,0,1
support,Europe,17/04/2015,"medium, 66000",0.1,0.87,7,251,5,0,0,1
marketing,US,07/05/2004,"low, 40000",0.37,0.47,2,148,3,0,0,1
technical,US,12/04/2017,"medium, 82000",0.35,0.7,3,107,3,0,0,0
hr,Europe,27/04/2008,"low, 52000",0.79,0.87,3,194,2,0,0,0
support,US,01/01/2003,"low, 58000",0.49,0.85,4,238,2,0,0,0
marketing,US,08/28/2005,"medium, 71000",0.7,0.6,3,266,2,0,0,0
sales,US,11/21/1996,"low, 60000",0.83,0.81,5,219,5,0,0,1
support,Canada,18/08/2016,"medium, 86000",0.72,0.79,3,221,3,0,0,0
sales,US,11/02/2015,"low, 49000",0.92,0.93,5,240,5,0,0,1
accounting,Europe,26/01/2002,"low, 34000",0.85,0.56,3,199,4,0,0,0
sales,US,03/18/1985,"medium, 79000",0.63,0.59,3,155,3,1,0,0
support,US,07/27/2015,"low, 42000",0.72,1,4,151,2,0,0,0
sales,US,06/09/2015,"low, 40000",0.66,0.58,4,244,3,0,0,0
technical,Europe,03/06/2009,"low, 59000",0.57,0.39,4,132,3,0,0,0
product_mng,US,08/31/2011,"low, 40000",0.76,0.89,5,238,5,0,0,1
technical,Canada,03/06/2013,"medium, 74000",0.92,0.69,4,149,6,1,0,0
IT,US,11/07/2016,"low, 51000",0.93,0.74,4,201,3,1,0,0
accounting,US,11/07/2009,"low, 34000",0.59,0.96,5,211,3,0,0,0
IT,Canada,30/09/2009,"medium, 66000",0.48,0.54,4,105,5,1,0,0
product_mng,US,02/11/2000,"medium, 80000",0.39,1,5,204,5,1,0,0
management,US,05/11/2016,"medium, 75000",0.1,0.87,6,250,4,0,0,1
RandD,US,02/25/2007,"low, 36000",0.62,0.79,3,141,3,0,0,0
technical,US,05/09/2011,"medium, 90000",0.9,0.93,3,209,3,0,0,0
IT,US,02/14/2016,"medium, 70000",0.64,0.95,3,98,3,0,0,0
support,Canada,24/04/2015,"medium, 87000",0.77,0.93,3,227,3,0,0,0
sales,US,12/08/2016,"low, 47000",0.96,0.59,2,265,2,0,0,0
product_mng,US,03/29/2015,"medium, 68000",0.66,0.54,5,191,2,0,0,0
sales,US,05/16/2015,"low, 57000",0.35,0.57,3,109,3,0,0,0
IT,US,12/18/2017,"low, 35000",0.92,0.51,4,167,3,1,0,0
management,US,02/27/2016,"high, 168000",0.98,0.98,4,170,10,0,0,0
sales,US,06/09/2000,"high, 133000",0.61,0.64,3,245,2,0,0,0
technical,US,10/23/2016,"medium, 64000",0.44,0.5,2,148,3,0,0,1
IT,US,03/11/2015,"medium, 86000",0.73,0.99,5,262,5,0,0,1
sales,US,08/05/2009,"medium, 77000",0.55,0.49,3,146,2,0,0,0
IT,US,06/20/2007,"high, 128000",0.21,0.7,3,238,8,0,0,0
hr,Canada,19/11/2016,"low, 36000",0.42,0.5,2,128,3,0,0,1
support,US,12/21/2006,"low, 43000",0.63,0.98,4,228,3,0,0,0
accounting,US,05/27/2017,"low, 59000",0.98,0.7,3,153,10,0,0,0
product_mng,US,06/19/2016,"low, 39000",0.68,0.49,3,230,3,0,0,0
technical,US,12/30/2014,"medium, 74000",0.1,0.93,7,305,4,0,0,1
sales,US,08/31/2005,"low, 36000",0.43,0.53,2,157,3,0,0,1
sales,Europe,29/04/2017,"low, 47000",0.98,0.62,5,254,5,1,0,0
sales,US,08/30/2016,"low, 38000",0.24,0.81,4,217,5,0,0,0
sales,US,09/20/2016,"medium, 69000",0.88,1,5,219,5,0,0,1
IT,US,09/05/2010,"low, 60000",0.87,0.6,5,165,2,1,0,0
support,Europe,21/04/2015,"low, 60000",0.81,0.92,4,268,3,0,0,0
hr,Europe,08/03/2012,"medium, 87000",0.9,0.85,3,253,3,0,0,0
technical,US,04/09/2017,"medium, 84000",0.89,0.52,4,189,3,0,0,0
RandD,US,03/29/2001,"high, 115000",0.6,0.8,4,253,2,0,0,0
sales,US,12/16/2005,"low, 41000",0.53,0.49,3,158,3,0,0,0
sales,APAC,31/01/2017,"medium, 85000",0.15,0.89,3,251,4,0,0,0
support,Europe,12/11/2003,"medium, 61000",0.69,0.86,4,238,3,0,0,0
sales,US,05/08/2009,"low, 41000",0.4,0.54,2,141,3,0,0,1
technical,US,10/23/2016,"low, 55000",0.72,0.94,4,258,5,0,0,1
sales,US,03/12/2015,"low, 43000",0.48,0.49,4,242,2,1,0,0
technical,US,02/03/2005,"low, 43000",0.55,0.98,2,144,2,0,0,0
hr,Canada,02/01/1993,"medium, 85000",0.88,0.89,4,135,3,0,0,0
management,US,12/12/2017,"low, 52000",0.82,0.62,3,152,6,0,0,0
sales,US,03/16/2014,"medium, 70000",0.98,0.63,3,169,2,0,0,0
technical,US,05/09/2016,"low, 44000",0.77,0.72,4,223,3,0,0,0
technical,US,07/20/2015,"medium, 83000",0.56,0.7,3,214,2,0,0,0
technical,Europe,23/01/2007,"low, 56000",0.78,0.65,3,139,3,0,0,0
RandD,US,01/30/2016,"medium, 75000",0.39,0.45,2,140,3,0,0,1
technical,US,07/07/2013,"low, 54000",0.9,0.62,3,233,5,1,0,0
technical,US,04/23/2010,"medium, 76000",0.91,0.59,3,266,2,0,0,0
management,US,01/22/2017,"high, 136000",0.51,0.79,5,222,2,0,0,0
management,Canada,07/01/2006,"medium, 70000",0.97,0.79,2,272,2,0,0,0
accounting,US,01/07/2017,"low, 44000",0.75,0.55,5,281,3,1,0,0
marketing,APAC,15/11/2015,"medium, 90000",0.24,0.57,5,232,3,0,0,0
RandD,US,03/16/2007,"medium, 67000",0.42,0.54,2,143,3,1,0,1
technical,APAC,19/11/2003,"low, 35000",0.97,0.51,5,215,7,0,0,0
sales,US,07/28/2004,"low, 39000",0.48,0.94,4,231,4,0,0,0
technical,US,07/30/2017,"medium, 75000",0.13,0.69,4,127,4,0,0,0
sales,US,06/06/2015,"high, 122000",0.4,0.56,2,137,3,0,0,1
support,US,04/12/2016,"low, 41000",0.77,0.81,4,164,3,0,0,0
RandD,US,03/29/2007,"low, 59000",0.58,0.96,3,202,2,0,0,0
RandD,US,05/01/2016,"medium, 61000",0.12,0.58,3,241,2,0,0,0
support,APAC,02/01/2018,"low, 41000",0.11,0.81,6,305,4,0,0,1
sales,US,01/25/2012,"low, 38000",0.5,0.77,3,204,2,0,0,0
technical,US,05/22/2016,"medium, 75000",0.49,0.81,4,233,3,0,0,0
support,US,07/27/1992,"low, 30000",0.78,0.96,3,202,4,1,0,0
IT,US,10/29/2013,"medium, 81000",0.42,0.56,2,103,3,1,0,0
technical,US,12/20/2014,"medium, 71000",0.37,0.48,2,129,3,0,0,1
sales,US,05/04/2016,"low, 53000",0.44,0.52,2,141,3,0,0,1
support,Canada,28/01/2017,"medium, 81000",0.69,0.61,2,141,3,0,0,0
support,US,09/23/2015,"medium, 62000",0.73,0.95,3,258,3,0,0,0
sales,US,08/18/2017,"medium, 79000",0.91,0.59,5,162,2,0,0,0
support,US,08/22/2015,"medium, 85000",0.7,0.74,3,157,3,0,0,0
product_mng,US,02/24/2016,"low, 40000",0.73,0.83,4,241,3,0,0,0
IT,US,03/30/2009,"medium, 83000",0.24,0.56,4,281,7,0,0,0
support,US,11/14/2017,"medium, 79000",0.55,0.43,3,120,6,1,0,0
technical,US,12/20/2015,"low, 47000",0.89,1,4,217,5,0,0,1
sales,US,11/06/1994,"medium, 85000",0.97,0.65,3,219,2,0,0,0
technical,US,12/27/2003,"low, 58000",0.39,0.78,2,205,6,1,0,0
IT,US,01/09/2010,"medium, 78000",0.95,0.75,5,235,3,1,0,0
technical,US,04/28/2015,"low, 51000",0.11,0.81,5,287,4,0,0,1
sales,US,01/14/2009,"medium, 67000",0.53,0.95,6,205,4,0,0,1
IT,Europe,07/10/2015,"low, 31000",0.61,0.89,4,242,2,0,0,0
sales,US,09/14/2005,"low, 58000",0.83,0.91,3,196,4,0,0,0
IT,US,01/11/2018,"low, 52000",0.41,0.68,3,165,3,1,0,0
product_mng,US,06/28/2015,"high, 139000",0.72,0.7,3,163,3,1,0,0
sales,US,10/27/2002,"medium, 78000",0.3,0.68,3,229,6,0,0,0
accounting,APAC,03/05/2016,"low, 52000",0.58,0.98,3,146,3,0,0,0
support,Europe,06/02/2008,"medium, 88000",0.54,0.48,6,196,2,0,0,0
sales,US,05/16/2003,"low, 36000",0.48,0.51,4,152,4,0,0,0
hr,Canada,03/03/2016,"low, 48000",0.82,0.97,5,263,5,0,0,1
marketing,Europe,01/09/2016,"medium, 74000",0.4,0.54,2,141,3,0,0,1
technical,US,03/09/2016,"low, 40000",0.44,0.46,2,157,3,0,0,1
technical,US,07/11/2017,"low, 30000",0.64,0.61,2,153,2,0,0,0
sales,US,11/25/2009,"low, 31000",0.75,0.7,4,144,4,0,0,0
accounting,Canada,07/02/2001,"low, 44000",0.66,0.5,3,139,10,1,0,0
IT,Canada,31/01/2006,"medium, 87000",0.84,0.66,4,204,3,0,0,0
IT,Europe,18/09/2015,"low, 52000",0.99,0.57,4,216,3,0,0,0
sales,US,02/06/2015,"medium, 62000",0.57,0.92,6,267,4,0,0,0
support,US,04/15/2015,"low, 49000",0.91,1,4,257,5,0,0,1
product_mng,US,04/18/2012,"medium, 61000",0.59,0.71,5,222,3,0,0,0
hr,US,02/04/2003,"medium, 71000",0.78,0.61,3,227,3,0,0,0
sales,US,11/16/2015,"low, 37000",0.97,0.63,3,270,4,1,0,0
support,US,04/15/2009,"low, 32000",0.39,0.46,2,156,3,0,0,1
sales,Europe,04/07/2015,"low, 53000",0.59,0.6,3,214,2,1,0,0
sales,US,03/02/2015,"high, 179000",0.69,0.57,5,245,2,1,0,0
support,US,11/14/2011,"medium, 75000",0.7,0.57,3,179,2,0,0,0
sales,US,09/14/1997,"low, 48000",0.29,0.85,4,211,2,0,0,0
RandD,US,05/20/2017,"medium, 61000",0.44,0.52,2,137,3,0,0,1
management,US,12/03/2015,"low, 44000",0.38,0.53,2,146,3,0,0,1
sales,Europe,14/09/2005,"medium, 90000",0.74,0.92,4,226,3,0,0,0
technical,Europe,07/05/2000,"low, 34000",0.77,0.65,4,268,3,0,0,0
sales,Europe,30/11/2017,"low, 44000",0.86,0.68,5,263,2,0,0,1
sales,US,07/23/2006,"low, 55000",0.77,0.57,4,203,3,1,0,0
technical,US,01/12/2017,"low, 41000",0.48,0.56,5,140,2,0,0,0
hr,US,11/09/2004,"medium, 73000",0.39,0.56,2,142,3,0,0,1
sales,US,03/26/2015,"medium, 65000",0.69,0.91,3,167,2,0,0,0
management,Europe,02/11/2004,"medium, 73000",0.91,0.67,2,255,4,0,0,0
support,US,02/07/2016,"low, 56000",0.91,1,4,125,4,0,0,0
marketing,US,10/27/2011,"medium, 90000",0.91,0.6,5,150,3,0,0,0
sales,US,01/17/2017,"medium, 66000",0.32,0.6,2,280,4,0,0,1
RandD,US,05/01/2008,"medium, 86000",0.9,0.65,3,254,2,0,0,0
sales,US,10/31/2007,"low, 30000",0.57,0.76,3,195,3,0,0,0
sales,US,05/30/1993,"low, 32000",0.62,0.91,4,231,3,0,0,0
accounting,US,04/22/2015,"medium, 72000",0.11,0.89,6,293,4,0,0,1
sales,Canada,02/08/2016,"low, 49000",0.52,0.55,5,174,3,1,0,0
marketing,US,03/21/1989,"medium, 72000",0.54,0.71,3,153,3,0,0,0
hr,US,10/25/2015,"low, 38000",0.45,0.54,2,152,3,0,0,1
sales,US,06/30/2015,"low, 60000",0.11,0.95,7,300,4,0,0,1
sales,US,05/07/2014,"medium, 77000",0.65,1,4,229,4,0,0,0
marketing,US,01/27/2008,"medium, 74000",0.41,0.46,2,160,3,0,1,1
sales,US,03/22/2016,"high, 185000",0.75,0.79,4,176,4,1,0,0
IT,Europe,27/02/2007,"low, 58000",0.7,0.67,6,233,6,0,0,0
sales,US,07/21/2015,"medium, 79000",0.37,0.52,2,141,3,0,0,1
technical,US,10/27/2016,"medium, 66000",0.55,0.8,3,192,3,1,0,0
product_mng,Europe,02/03/2016,"medium, 61000",0.96,0.59,4,108,6,0,0,0
product_mng,US,04/24/2017,"medium, 84000",0.43,0.51,2,128,3,0,0,1
sales,Canada,14/03/2004,"medium, 71000",0.6,0.62,4,135,2,1,0,0
hr,US,01/28/2010,"medium, 66000",0.33,0.65,2,239,5,0,0,0
marketing,Europe,11/01/2003,"low, 37000",0.81,0.9,4,270,10,0,0,0
